                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                0.21707,                0.19316,                0.17018,                0.84555,                0.99401,                0.99194,                0.99424,                0.95084,                0.99672,                0.99428,                0.99495,                0.88788,                 0.3033,                0.09146,                0.18271,                 1.0434,              0.0050995,              0.0050995,              0.0050995
                    101,                0.21568,                0.18918,                0.16924,                0.84443,                0.99659,                0.98948,                0.99424,                0.95188,                0.99895,                0.99173,                0.99495,                0.88802,                0.30319,                0.08933,                 0.1816,                 1.0408,                0.00505,                0.00505,                0.00505
                    102,                0.21417,                0.18977,                0.16976,                0.84399,                0.99634,                0.99061,                0.99421,                0.95144,                0.99823,                0.99311,                0.99495,                0.89133,                0.30374,                0.08882,                0.18108,                 1.0467,              0.0050005,              0.0050005,              0.0050005
                    103,                0.21179,                0.18654,                0.16817,                 0.8419,                0.99465,                0.99184,                0.99416,                0.95149,                0.99648,                0.99367,                0.99495,                0.89244,                0.30211,                0.08942,                 0.1799,                 1.0439,               0.004951,               0.004951,               0.004951
                    104,                0.21471,                0.18484,                 0.1687,                  0.845,                0.99491,                0.99223,                 0.9943,                0.95161,                 0.9971,                0.99389,                0.99495,                0.89343,                0.30134,                0.08887,                0.17423,                 1.0503,              0.0049015,              0.0049015,              0.0049015
                    105,                0.21391,                0.19121,                0.16879,                0.84611,                0.99673,                0.99231,                0.99436,                0.94966,                0.99869,                0.99436,                0.99496,                0.88798,                0.30309,                0.08971,                0.17743,                 1.0564,               0.004852,               0.004852,               0.004852
                    106,                0.21369,                0.19128,                0.16764,                0.84467,                0.99584,                0.99129,                0.99435,                0.95134,                0.99807,                 0.9935,                0.99499,                0.88841,                0.29987,                0.08828,                0.17701,                 1.0494,              0.0048025,              0.0048025,              0.0048025
                    107,                0.20974,                0.18669,                0.16582,                0.84214,                0.99686,                0.99095,                 0.9944,                0.95123,                0.99908,                0.99289,                0.99495,                0.88964,                0.30061,                0.08788,                0.17782,                  1.053,               0.004753,               0.004753,               0.004753
                    108,                0.20723,                0.18396,                0.16348,                0.84185,                0.99598,                0.99038,                0.99421,                0.94951,                0.99837,                0.99272,                0.99499,                0.88823,                0.30093,                0.08762,                0.17925,                 1.0609,              0.0047035,              0.0047035,              0.0047035
                    109,                0.20767,                0.18593,                0.16431,                0.84152,                0.99601,                0.99155,                0.99428,                  0.951,                0.99823,                0.99376,                0.99499,                0.89015,                0.29927,                 0.0872,                0.17681,                 1.0595,               0.004654,               0.004654,               0.004654
                    110,                0.20825,                0.18776,                0.16444,                0.84236,                  0.996,                 0.9922,                0.99425,                0.95147,                0.99819,                0.99441,                0.99495,                0.89015,                0.30109,                0.08775,                0.17846,                 1.0585,              0.0046045,              0.0046045,              0.0046045
                    111,                0.20683,                0.18392,                0.16437,                0.84236,                0.99629,                 0.9922,                0.99423,                0.95113,                0.99856,                0.99411,                0.99495,                0.89245,                0.30029,                 0.0875,                0.17959,                 1.0625,               0.004555,               0.004555,               0.004555
                    112,                0.20455,                0.18372,                0.16198,                0.84151,                0.99543,                0.99185,                0.99425,                 0.9516,                0.99813,                0.99415,                0.99499,                0.89202,                 0.2988,                0.08845,                0.17517,                 1.0586,              0.0045055,              0.0045055,              0.0045055
                    113,                0.20709,                0.18488,                0.16211,                0.84142,                0.99643,                0.99168,                0.99426,                 0.9528,                0.99854,                0.99376,                0.99499,                0.89396,                0.29793,                0.08864,                 0.1742,                 1.0478,               0.004456,               0.004456,               0.004456
                    114,                0.20513,                0.18172,                0.16201,                0.84118,                0.99585,                0.99142,                0.99425,                 0.9527,                0.99807,                0.99363,                0.99495,                0.89561,                0.29774,                0.08797,                0.17681,                  1.051,              0.0044065,              0.0044065,              0.0044065
                    115,                0.20325,                0.18381,                0.16073,                0.83923,                0.99585,                0.99038,                0.99419,                0.95246,                0.99827,                0.99272,                0.99495,                0.89452,                0.29748,                0.08606,                0.17677,                 1.0529,               0.004357,               0.004357,               0.004357
                    116,                0.20168,                0.18049,                0.15939,                0.84016,                0.99621,                0.99097,                0.99419,                0.95294,                 0.9983,                0.99299,                0.99495,                0.89488,                0.29466,                0.08541,                0.17511,                 1.0483,              0.0043075,              0.0043075,              0.0043075
                    117,                0.20352,                0.18402,                0.15924,                0.84093,                0.99582,                0.99069,                0.99419,                 0.9523,                0.99804,                 0.9929,                0.99496,                0.89631,                0.29365,                0.08519,                0.17572,                 1.0514,               0.004258,               0.004258,               0.004258
                    118,                0.20055,                0.17957,                0.15812,                0.84049,                0.99582,                0.99236,                0.99417,                0.95171,                0.99804,                0.99452,                0.99496,                0.89559,                 0.2926,                0.08562,                0.17429,                 1.0599,              0.0042085,              0.0042085,              0.0042085
                    119,                0.20122,                0.17821,                0.15776,                0.84073,                0.99612,                0.99259,                0.99417,                0.95259,                 0.9983,                0.99453,                0.99496,                0.89582,                0.29246,                0.08498,                0.17514,                 1.0647,               0.004159,               0.004159,               0.004159
                    120,                0.20123,                0.18131,                0.15819,                0.83967,                 0.9963,                0.99155,                0.99415,                0.95197,                0.99873,                0.99376,                0.99499,                0.89613,                0.29209,                0.08565,                0.17496,                 1.0632,              0.0041095,              0.0041095,              0.0041095
                    121,                 0.1965,                0.17561,                0.15572,                0.83776,                 0.9962,                0.98978,                 0.9941,                 0.9512,                0.99818,                0.99155,                0.99495,                0.89382,                0.29251,                0.08568,                0.17649,                 1.0642,                0.00406,                0.00406,                0.00406
                    122,                0.19927,                0.17838,                0.15617,                0.83923,                0.99516,                0.99013,                0.99417,                0.95151,                0.99786,                0.99168,                0.99498,                0.89461,                0.29204,                0.08575,                0.17626,                 1.0658,              0.0040105,              0.0040105,              0.0040105
                    123,                0.19812,                0.18007,                0.15472,                0.83958,                0.99579,                0.99025,                0.99422,                0.95168,                 0.9983,                0.99227,                0.99499,                0.89592,                0.29109,                0.08534,                0.17664,                 1.0661,               0.003961,               0.003961,               0.003961
                    124,                0.19717,                0.17803,                0.15562,                0.83648,                0.99595,                0.99034,                0.99414,                0.95265,                 0.9983,                0.99216,                0.99499,                0.89633,                0.29015,                0.08583,                0.17497,                 1.0536,              0.0039115,              0.0039115,              0.0039115
                    125,                 0.1976,                0.18312,                0.15525,                0.83917,                0.99647,                 0.9899,                0.99415,                0.95319,                0.99882,                 0.9919,                0.99499,                0.89765,                 0.2906,                0.08619,                0.17395,                 1.0517,               0.003862,               0.003862,               0.003862
                    126,                0.19592,                0.17721,                  0.154,                0.83653,                0.99647,                0.99039,                0.99413,                0.95327,                0.99804,                0.99245,                0.99495,                0.89875,                0.29036,                0.08591,                0.17438,                 1.0569,              0.0038125,              0.0038125,              0.0038125
                    127,                 0.1936,                0.17952,                0.15396,                0.83706,                 0.9966,                0.99038,                0.99413,                0.95355,                 0.9987,                0.99246,                0.99499,                0.89887,                0.28977,                0.08553,                0.17325,                 1.0592,               0.003763,               0.003763,               0.003763
                    128,                0.19271,                0.17575,                0.15287,                0.83534,                 0.9958,                0.99064,                0.99416,                0.95329,                0.99799,                0.99272,                0.99494,                0.90002,                0.28922,                0.08511,                0.17304,                 1.0575,              0.0037135,              0.0037135,              0.0037135
                    129,                0.19075,                0.17538,                0.14963,                0.83564,                0.99556,                0.99165,                 0.9942,                0.95337,                0.99799,                0.99324,                0.99495,                0.90159,                0.28954,                0.08621,                0.17361,                 1.0552,               0.003664,               0.003664,               0.003664
                    130,                0.19401,                0.17618,                0.15126,                0.83722,                0.99593,                0.99155,                0.99423,                0.95453,                0.99794,                0.99337,                0.99495,                 0.9012,                0.28978,                0.08593,                0.17238,                 1.0515,              0.0036145,              0.0036145,              0.0036145
                    131,                0.19239,                0.17923,                0.15286,                0.83769,                0.99634,                0.99168,                0.99426,                0.95422,                0.99824,                0.99337,                0.99495,                0.89921,                0.28879,                 0.0864,                0.17138,                 1.0527,               0.003565,               0.003565,               0.003565
                    132,                0.19018,                 0.1724,                0.15108,                0.83568,                0.99634,                0.99174,                0.99424,                0.95461,                0.99852,                0.99376,                0.99499,                0.89877,                0.28836,                0.08527,                0.16967,                 1.0511,              0.0035155,              0.0035155,              0.0035155
                    133,                0.18909,                0.17298,                0.15043,                0.83317,                0.99647,                0.99239,                0.99422,                0.95446,                0.99873,                0.99311,                0.99495,                0.89884,                0.28908,                0.08503,                0.17033,                 1.0533,               0.003466,               0.003466,               0.003466
                    134,                0.18952,                0.17307,                0.14962,                0.83644,                0.99583,                0.99287,                0.99425,                0.95466,                0.99867,                 0.9935,                0.99495,                0.90095,                0.28835,                0.08479,                0.16836,                 1.0533,              0.0034165,              0.0034165,              0.0034165
                    135,                0.18917,                0.17561,                0.14964,                0.83483,                0.99607,                0.99298,                0.99422,                0.95447,                0.99817,                0.99395,                0.99495,                0.90029,                0.28861,                0.08416,                0.17022,                 1.0566,               0.003367,               0.003367,               0.003367
                    136,                0.18862,                0.17477,                0.14891,                 0.8353,                0.99622,                0.99259,                0.99422,                0.95465,                0.99843,                0.99399,                0.99495,                0.90094,                0.28743,                0.08414,                 0.1695,                 1.0588,              0.0033175,              0.0033175,              0.0033175
                    137,                0.18821,                0.17094,                0.14701,                0.83438,                0.99634,                0.99179,                 0.9942,                0.95488,                0.99828,                0.99324,                0.99495,                0.90136,                0.28692,                0.08417,                0.17016,                 1.0586,               0.003268,               0.003268,               0.003268
                    138,                0.18726,                0.17263,                0.14795,                0.83474,                 0.9966,                0.99111,                0.99425,                0.95519,                0.99869,                0.99262,                0.99495,                0.90087,                0.28701,                0.08434,                0.17007,                 1.0577,              0.0032185,              0.0032185,              0.0032185
                    139,                0.18513,                0.17459,                0.14573,                0.83307,                0.99621,                0.99137,                0.99426,                0.95514,                0.99856,                0.99266,                0.99495,                 0.9029,                0.28697,                 0.0844,                 0.1688,                 1.0562,               0.003169,               0.003169,               0.003169
                    140,                0.18365,                0.17135,                0.14486,                0.83397,                0.99616,                0.99181,                0.99424,                0.95533,                0.99851,                0.99298,                0.99499,                0.90217,                0.28657,                0.08465,                0.16923,                 1.0591,              0.0031195,              0.0031195,              0.0031195
                    141,                0.18305,                0.16996,                0.14521,                 0.8325,                0.99646,                0.99194,                0.99429,                0.95508,                0.99895,                0.99284,                0.99499,                0.90121,                0.28587,                 0.0846,                0.16808,                 1.0584,                0.00307,                0.00307,                0.00307
                    142,                0.18317,                0.17028,                0.14499,                0.83365,                0.99622,                0.99142,                0.99428,                0.95505,                0.99835,                0.99285,                0.99499,                0.90145,                0.28513,                0.08428,                0.16839,                  1.057,              0.0030205,              0.0030205,              0.0030205
                    143,                0.18251,                0.17191,                0.14392,                0.83417,                0.99615,                0.99168,                0.99427,                0.95508,                0.99814,                0.99259,                0.99495,                0.90259,                0.28453,                0.08438,                0.16835,                 1.0585,               0.002971,               0.002971,               0.002971
                    144,                0.17992,                0.16934,                0.14232,                0.83308,                0.99582,                0.99219,                0.99429,                0.95521,                0.99778,                0.99278,                0.99495,                0.90262,                0.28427,                0.08455,                0.16727,                 1.0597,              0.0029215,              0.0029215,              0.0029215
                    145,                0.18098,                0.16944,                0.14237,                0.83271,                0.99635,                0.99194,                0.99431,                0.95515,                0.99791,                0.99337,                0.99495,                0.90216,                0.28411,                0.08476,                 0.1672,                 1.0607,               0.002872,               0.002872,               0.002872
                    146,                0.17858,                0.16903,                0.14193,                0.83014,                0.99624,                0.99207,                0.99432,                0.95482,                0.99778,                0.99353,                0.99495,                0.90122,                0.28353,                  0.085,                0.16687,                 1.0619,              0.0028225,              0.0028225,              0.0028225
                    147,                 0.1776,                0.16565,                  0.141,                0.83091,                0.99621,                0.99194,                0.99433,                0.95521,                0.99791,                 0.9935,                0.99495,                0.90155,                0.28338,                0.08467,                0.16679,                  1.061,               0.002773,               0.002773,               0.002773
                    148,                0.17871,                0.16749,                0.14138,                0.83114,                0.99634,                0.99212,                0.99433,                0.95561,                0.99765,                0.99338,                0.99495,                0.90099,                0.28295,                0.08465,                0.16607,                 1.0588,              0.0027235,              0.0027235,              0.0027235
                    149,                0.17861,                0.16645,                0.14088,                0.83153,                0.99634,                0.99208,                0.99435,                0.95596,                0.99791,                 0.9936,                0.99495,                0.90188,                0.28308,                0.08404,                0.16714,                  1.058,               0.002674,               0.002674,               0.002674
                    150,                0.17577,                0.16719,                0.14003,                0.82906,                0.99588,                0.99246,                0.99435,                0.95592,                0.99778,                0.99387,                0.99496,                0.90245,                0.28287,                0.08386,                0.16672,                 1.0558,              0.0026245,              0.0026245,              0.0026245
                    151,                0.17622,                0.16512,                0.14045,                0.83057,                0.99608,                0.99211,                0.99434,                0.95619,                0.99782,                0.99363,                0.99495,                0.90177,                0.28285,                0.08336,                0.16702,                 1.0556,               0.002575,               0.002575,               0.002575
                    152,                0.17456,                0.16434,                 0.1389,                 0.8299,                0.99608,                0.99226,                0.99434,                0.95649,                0.99808,                0.99376,                0.99496,                0.90163,                0.28319,                0.08312,                 0.1682,                 1.0567,              0.0025255,              0.0025255,              0.0025255
                    153,                0.17493,                0.16768,                0.13959,                0.82829,                0.99619,                0.99246,                0.99434,                0.95655,                 0.9981,                0.99402,                0.99495,                0.90205,                0.28318,                0.08304,                0.16834,                 1.0559,               0.002476,               0.002476,               0.002476
                    154,                0.17238,                0.16484,                0.13781,                0.82892,                0.99645,                0.99233,                0.99433,                0.95669,                0.99848,                0.99389,                0.99495,                0.90207,                0.28296,                0.08313,                0.16681,                  1.055,              0.0024265,              0.0024265,              0.0024265
                    155,                0.17245,                0.16351,                0.13686,                0.82815,                0.99645,                0.99285,                0.99429,                 0.9564,                 0.9982,                0.99376,                0.99495,                0.90277,                 0.2834,                0.08322,                0.16789,                 1.0567,               0.002377,               0.002377,               0.002377
                    156,                0.17098,                0.16381,                 0.1362,                0.82909,                0.99632,                0.99298,                0.99427,                0.95685,                0.99827,                0.99402,                0.99495,                0.90129,                 0.2832,                0.08317,                0.16829,                 1.0582,              0.0023275,              0.0023275,              0.0023275
                    157,                0.16997,                0.16271,                0.13564,                0.82801,                0.99635,                0.99298,                0.99424,                0.95684,                0.99831,                0.99376,                0.99495,                0.90207,                0.28269,                0.08291,                0.16702,                 1.0584,               0.002278,               0.002278,               0.002278
                    158,                0.17106,                0.16628,                0.13633,                0.82898,                0.99583,                 0.9933,                0.99421,                 0.9568,                0.99745,                0.99454,                0.99495,                0.90262,                0.28253,                0.08264,                0.16791,                 1.0585,              0.0022285,              0.0022285,              0.0022285
                    159,                0.16909,                0.16093,                0.13348,                0.82742,                0.99605,                0.99324,                0.99423,                0.95677,                0.99761,                 0.9948,                0.99495,                0.90267,                0.28236,                 0.0826,                 0.1672,                 1.0586,               0.002179,               0.002179,               0.002179
                    160,                0.17014,                0.16382,                0.13503,                0.82887,                0.99608,                0.99324,                0.99425,                0.95687,                0.99809,                0.99376,                0.99495,                0.90296,                0.28225,                0.08228,                 0.1669,                 1.0594,              0.0021295,              0.0021295,              0.0021295
                    161,                0.16916,                0.16288,                0.13425,                0.82779,                0.99596,                0.99273,                0.99426,                0.95681,                0.99821,                 0.9935,                0.99495,                0.90398,                0.28214,                0.08247,                0.16702,                 1.0603,                0.00208,                0.00208,                0.00208
                    162,                0.16737,                0.16073,                 0.1325,                0.82777,                0.99578,                0.99272,                0.99423,                 0.9566,                0.99817,                0.99362,                0.99495,                0.90433,                0.28174,                 0.0823,                0.16653,                 1.0605,              0.0020305,              0.0020305,              0.0020305
                    163,                0.16624,                0.15977,                 0.1328,                0.82718,                0.99546,                0.99298,                0.99424,                0.95669,                0.99843,                0.99363,                0.99495,                0.90484,                0.28192,                0.08211,                0.16676,                 1.0616,               0.001981,               0.001981,               0.001981
                    164,                0.16554,                 0.1622,                0.13207,                0.82624,                0.99541,                0.99298,                0.99423,                0.95653,                0.99834,                0.99363,                0.99495,                0.90534,                0.28214,                0.08197,                0.16695,                 1.0636,              0.0019315,              0.0019315,              0.0019315
                    165,                0.16509,                0.15729,                0.13086,                0.82656,                0.99608,                0.99247,                0.99425,                0.95631,                0.99833,                 0.9935,                0.99495,                0.90561,                0.28223,                0.08198,                0.16782,                 1.0658,               0.001882,               0.001882,               0.001882
                    166,                0.16638,                0.16167,                0.13142,                0.82703,                0.99609,                0.99276,                0.99426,                0.95651,                0.99843,                0.99376,                0.99495,                 0.9056,                0.28172,                0.08198,                0.16699,                 1.0666,              0.0018325,              0.0018325,              0.0018325
                    167,                0.16287,                0.16119,                0.12962,                0.82594,                0.99615,                0.99259,                0.99428,                0.95665,                0.99849,                0.99376,                0.99495,                0.90515,                0.28164,                0.08214,                0.16724,                 1.0674,               0.001783,               0.001783,               0.001783
                    168,                0.16443,                  0.159,                0.12923,                0.82669,                0.99518,                 0.9933,                0.99427,                0.95651,                0.99848,                0.99376,                0.99495,                0.90487,                0.28158,                0.08232,                0.16654,                 1.0688,              0.0017335,              0.0017335,              0.0017335
                    169,                0.16336,                0.15885,                0.12894,                0.82683,                0.99522,                0.99298,                0.99425,                0.95642,                0.99852,                0.99389,                0.99495,                0.90386,                0.28167,                0.08243,                0.16614,                 1.0698,               0.001684,               0.001684,               0.001684
                    170,                0.16051,                0.15752,                0.12869,                0.82335,                0.99601,                0.99259,                0.99426,                0.95641,                0.99835,                0.99376,                0.99495,                0.90408,                0.28146,                0.08253,                0.16639,                 1.0695,              0.0016345,              0.0016345,              0.0016345
                    171,                0.15995,                0.15452,                0.12724,                0.82563,                  0.996,                0.99259,                0.99424,                0.95626,                0.99862,                0.99402,                0.99495,                0.90377,                0.28129,                0.08252,                0.16624,                 1.0698,               0.001585,               0.001585,               0.001585
                    172,                0.15875,                0.15593,                 0.1268,                0.82513,                 0.9966,                0.99239,                0.99426,                0.95635,                0.99865,                0.99389,                0.99495,                0.90467,                0.28149,                0.08239,                0.16612,                 1.0713,              0.0015355,              0.0015355,              0.0015355
                    173,                0.15911,                0.15573,                0.12677,                0.82516,                0.99657,                0.99259,                0.99425,                0.95623,                0.99856,                0.99397,                0.99495,                0.90478,                0.28145,                0.08229,                0.16619,                 1.0707,               0.001486,               0.001486,               0.001486
                    174,                 0.1587,                0.15631,                0.12603,                0.82631,                 0.9966,                 0.9925,                0.99423,                0.95618,                0.99856,                0.99415,                0.99496,                0.90482,                0.28121,                0.08233,                0.16587,                 1.0692,              0.0014365,              0.0014365,              0.0014365
                    175,                0.15838,                0.15607,                0.12618,                0.82371,                 0.9966,                0.99243,                0.99421,                0.95624,                0.99849,                0.99402,                0.99496,                0.90496,                0.28114,                0.08266,                0.16605,                 1.0701,               0.001387,               0.001387,               0.001387
                    176,                0.15778,                0.15951,                0.12605,                0.82525,                 0.9966,                 0.9925,                0.99422,                0.95634,                0.99847,                0.99415,                0.99496,                  0.905,                0.28079,                0.08226,                0.16635,                 1.0705,              0.0013375,              0.0013375,              0.0013375
                    177,                0.15494,                0.15432,                0.12423,                0.82353,                 0.9966,                0.99228,                0.99423,                0.95635,                0.99839,                0.99389,                0.99496,                 0.9048,                0.28094,                0.08231,                 0.1668,                 1.0716,               0.001288,               0.001288,               0.001288
                    178,                0.15606,                0.15563,                0.12404,                0.82424,                0.99653,                 0.9922,                0.99424,                 0.9564,                0.99838,                0.99389,                0.99496,                0.90488,                 0.2811,                0.08223,                0.16715,                 1.0728,              0.0012385,              0.0012385,              0.0012385
                    179,                0.15403,                0.15083,                0.12217,                0.82291,                0.99645,                0.99246,                0.99424,                0.95639,                0.99839,                0.99389,                0.99496,                0.90497,                0.28128,                0.08242,                0.16699,                 1.0737,               0.001189,               0.001189,               0.001189
                    180,                0.15378,                0.15352,                0.12274,                0.82209,                0.99635,                0.99281,                0.99424,                0.95649,                0.99833,                0.99402,                0.99496,                0.90476,                0.28097,                0.08231,                0.16665,                 1.0729,              0.0011395,              0.0011395,              0.0011395
                    181,                0.15487,                0.15576,                0.12279,                0.82493,                0.99635,                0.99266,                0.99425,                0.95655,                0.99827,                0.99389,                0.99496,                 0.9045,                0.28081,                0.08205,                0.16681,                 1.0727,                0.00109,                0.00109,                0.00109
                    182,                0.15109,                0.15352,                0.12158,                0.82258,                0.99556,                0.99324,                0.99426,                0.95655,                0.99835,                0.99402,                0.99496,                0.90508,                0.28066,                0.08221,                0.16655,                  1.073,              0.0010405,              0.0010405,              0.0010405
                    183,                0.15187,                0.15527,                0.12162,                0.82364,                0.99635,                0.99269,                0.99427,                0.95658,                0.99836,                0.99402,                0.99496,                0.90557,                 0.2806,                0.08217,                0.16731,                 1.0732,               0.000991,               0.000991,               0.000991
                    184,                0.15034,                0.14965,                0.11983,                0.82357,                0.99563,                0.99324,                0.99426,                 0.9566,                0.99834,                0.99402,                0.99496,                0.90559,                 0.2805,                0.08217,                0.16684,                 1.0729,              0.0009415,              0.0009415,              0.0009415
                    185,                0.15007,                0.15253,                0.11977,                0.82237,                0.99561,                0.99324,                0.99425,                0.95668,                0.99836,                0.99402,                0.99496,                0.90568,                0.28041,                0.08213,                0.16651,                 1.0724,               0.000892,               0.000892,               0.000892
                    186,                0.14975,                0.15142,                0.11916,                0.82345,                 0.9957,                0.99338,                0.99425,                0.95661,                0.99838,                0.99402,                0.99496,                0.90603,                0.28045,                0.08209,                0.16602,                 1.0722,              0.0008425,              0.0008425,              0.0008425
                    187,                0.14681,                0.14723,                0.11739,                0.82102,                 0.9956,                 0.9935,                0.99425,                0.95661,                0.99831,                0.99402,                0.99496,                 0.9064,                0.27998,                0.08198,                0.16593,                 1.0708,               0.000793,               0.000793,               0.000793
                    188,                0.14735,                0.14993,                0.11786,                0.82109,                0.99544,                0.99384,                0.99425,                 0.9567,                0.99827,                0.99402,                0.99496,                0.90613,                0.27968,                0.08214,                0.16609,                 1.0705,              0.0007435,              0.0007435,              0.0007435
                    189,                0.14761,                0.15155,                0.11818,                0.82198,                0.99544,                0.99384,                0.99425,                0.95671,                0.99817,                0.99411,                0.99496,                0.90608,                0.27956,                0.08211,                0.16595,                 1.0706,               0.000694,               0.000694,               0.000694
                    190,                0.14487,                0.14855,                0.11571,                0.82132,                0.99568,                0.99363,                0.99424,                0.95677,                0.99833,                0.99402,                0.99496,                0.90636,                0.27931,                0.08202,                0.16594,                 1.0707,              0.0006445,              0.0006445,              0.0006445
                    191,                0.11483,                0.09632,                0.09525,                0.80091,                 0.9957,                0.99357,                0.99424,                0.95685,                0.99836,                0.99389,                0.99496,                0.90663,                0.27932,                0.08207,                0.16595,                 1.0719,               0.000595,               0.000595,               0.000595
                    192,                0.10884,                0.09358,                0.09232,                0.79657,                 0.9957,                 0.9936,                0.99425,                 0.9569,                 0.9983,                0.99413,                0.99496,                0.90644,                0.27928,                0.08213,                0.16584,                 1.0728,              0.0005455,              0.0005455,              0.0005455
                    193,                0.10819,                0.09312,                0.09178,                0.79964,                 0.9957,                0.99348,                0.99425,                0.95701,                0.99793,                0.99441,                0.99496,                0.90684,                0.27918,                0.08223,                0.16551,                 1.0736,               0.000496,               0.000496,               0.000496
                    194,                0.10614,                0.09289,                0.09059,                0.79792,                 0.9957,                 0.9937,                0.99422,                0.95704,                0.99754,                0.99454,                0.99496,                0.90701,                0.27915,                0.08208,                0.16529,                 1.0741,              0.0004465,              0.0004465,              0.0004465
                    195,                0.10487,                 0.0918,                 0.0897,                0.79743,                 0.9957,                0.99342,                0.99423,                0.95722,                0.99817,                0.99402,                0.99496,                0.90746,                0.27901,                0.08216,                0.16477,                 1.0744,               0.000397,               0.000397,               0.000397
                    196,                0.10492,                0.09058,                 0.0894,                 0.7956,                0.99583,                0.99358,                0.99422,                0.95726,                 0.9983,                0.99418,                0.99496,                0.90745,                0.27877,                0.08217,                0.16442,                 1.0746,              0.0003475,              0.0003475,              0.0003475
                    197,                0.10273,                0.08989,                0.08799,                  0.797,                0.99596,                0.99376,                0.99423,                0.95724,                0.99824,                0.99454,                0.99496,                0.90791,                0.27859,                0.08211,                0.16431,                 1.0748,               0.000298,               0.000298,               0.000298
                    198,                 0.1009,                0.09023,                0.08701,                0.79575,                0.99583,                0.99364,                0.99424,                0.95733,                0.99819,                0.99454,                0.99496,                0.90785,                0.27835,                 0.0821,                0.16423,                 1.0747,              0.0002485,              0.0002485,              0.0002485
                    199,                0.09994,                0.08942,                0.08622,                 0.7971,                0.99583,                0.99363,                0.99423,                0.95737,                0.99818,                0.99441,                0.99496,                0.90807,                 0.2783,                0.08211,                0.16419,                 1.0752,               0.000199,               0.000199,               0.000199
                    200,                0.09854,                0.09045,                0.08528,                0.79638,                0.99578,                0.99389,                0.99424,                0.95743,                 0.9983,                0.99424,                0.99496,                0.90832,                0.27824,                0.08214,                0.16414,                 1.0755,              0.0001495,              0.0001495,              0.0001495
